run_name,grid_id,tax_equity,y_damage_distribution_exponent,eta,rho,success,optimizer_status,objective_value,n_iterations,n_evaluations,runtime_seconds,mac_2030,mac_2100,delta_t_2100,mu_2030,mu_2100,Omega_2100,y_net_2100,aggregate_utility,error_message
9cases_s_gid-8,8,0.5,1.0,1.5,0.025,True,XTOL_REACHED,-0.0006534345254764842,5,21831,9593.14,134.8003687249113,433.3001191574181,2.37141989327414,0.26286801235880286,0.8936310686994072,0.019497133219520024,65448.683428306955,-6534345254.764842,
