run_name,grid_id,tax_equity,y_damage_distribution_exponent,eta,rho,success,optimizer_status,objective_value,n_iterations,n_evaluations,runtime_seconds,mac_2030,mac_2100,delta_t_2100,mu_2030,mu_2100,Omega_2100,y_net_2100,aggregate_utility,error_message
9cases_s_gid-1,1,0.0,0.0,1.5,0.025,True,XTOL_REACHED,-0.0006487938701598821,5,23886,5516.00,42.62383664203778,248.53821050996186,3.1075133490303064,0.12800108557055548,0.6313729676087462,0.03347956815633018,65191.077482533954,-6487938701.598822,
