run_name,grid_id,tax_equity,y_damage_distribution_exponent,eta,rho,success,optimizer_status,objective_value,n_iterations,n_evaluations,runtime_seconds,mac_2030,mac_2100,delta_t_2100,mu_2030,mu_2100,Omega_2100,y_net_2100,aggregate_utility,error_message
9cases_s_gid-3,3,0.998,0.0,1.5,0.025,True,XTOL_REACHED,-0.0006469607383881978,5,20927,9322.36,144.46267949313977,514.4190729423599,2.1809979898591445,0.2744909987334528,0.9948060507078237,0.016491659987545305,65170.96049006315,-6469607383.881978,
