run_name,grid_id,tax_equity,y_damage_distribution_exponent,eta,rho,success,optimizer_status,objective_value,n_iterations,n_evaluations,runtime_seconds,mac_2030,mac_2100,delta_t_2100,mu_2030,mu_2100,Omega_2100,y_net_2100,aggregate_utility,error_message
9cases_s_gid-5,5,0.5,0.5,1.5,0.025,True,XTOL_REACHED,-0.0006508855233019976,5,20494,8903.06,102.10669803028182,385.81766089567424,2.5734724529593542,0.22097325408630203,0.8311015053237301,0.02296111053610958,65453.25083882004,-6508855233.019976,
