sweep,cell,beta,tau,eta,rho,mac,dt,converged,chosen_from,was_dup,d_score,alt_mac,alt_dt,r_mu_pct
mc/mc_beta0_s,mc_beta0_s_gid-112_20260710_074742,0.0,0.0,1.210652,0.006934,127.391417684,2.48564016451,True,mc/mc_beta0_s,False,,,,3.56136644813
mc/mc_beta0_s,mc_beta0_s_gid-325_20260710_075804,0.0,0.0,1.212726,0.015956,79.9421228393,2.79592149698,True,mc/mc_beta0_s,False,,,,4.33255383349
mc/mc_infill_3_4,mc_infill_3_4_gid-103_20260714_172002,0.0,0.0,1.21321,0.008568,116.251047007,2.5512230058,True,mc/mc_infill_3_4,False,,,,3.70829701132
mc/mc_beta0_s,mc_beta0_s_gid-451_20260710_075752,0.0,0.0,1.21583,0.004575,144.427991683,2.39100870025,True,mc/mc_beta0_s,False,,,,3.3687399174
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-280_20260711_034701,0.0,0.0,1.217578,0.010897,102.338107147,2.63857926677,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.9173477328
mc/mc_beta0_s,mc_beta0_s_gid-163_20260710_075033,0.0,0.0,1.21811,0.03265,39.9521987934,3.14651725612,True,mc/mc_beta0_s,False,,,,5.73146248532
mc/mc_beta0_s,mc_beta0_s_gid-1429_20260710_050314,0.0,0.0,1.221147,0.025938,51.2753016076,3.03555053897,True,mc/mc_beta0_s,False,,,,5.18172507474
mc/mc_beta0_s,mc_beta0_s_gid-976_20260710_081226,0.0,0.0,1.225324,0.03049,42.9520753056,3.11590803007,True,mc/mc_beta0_s,False,,,,5.56709935309
mc/mc_beta0_s,mc_beta0_s_gid-1123_20260710_050004,0.0,0.0,1.227427,0.03226,40.23760782,3.14326940266,True,mc/mc_beta0_s,False,,,,5.71789488733
mc/mc_infill_2_3,mc_infill_2_3_gid-487_20260715_041750,0.0,0.0,1.228162,-0.014858,461.33664325,1.2717177658,True,mc/mc_infill_2_3,True,0.05135,461.336643,1.271718,1.52344956552
mc/mc_beta0_s,mc_beta0_s_gid-343_20260710_075228,0.0,0.0,1.230449,0.03469,36.9096606693,3.17757045012,True,mc/mc_beta0_s,False,,,,5.92525236911
mc/mc_infill_3_4,mc_infill_3_4_gid-37_20260714_173804,0.0,0.0,1.232239,-0.002597,215.408608737,2.05745564877,True,mc/mc_infill_3_4,False,,,,2.75152055433
mc/mc_beta0_s,mc_beta0_s_gid-697_20260710_075953,0.0,0.0,1.233753,0.022394,58.6860045311,2.96762625905,True,mc/mc_beta0_s,False,,,,4.91513237594
mc/mc_beta0_s,mc_beta0_s_gid-367_20260710_075608,0.0,0.0,1.236372,0.001565,167.550587779,2.27164403855,True,mc/mc_beta0_s,False,,,,3.14709273612
mc/mc_infill_2_3,mc_infill_2_3_gid-421_20260715_041951,0.0,0.0,1.236878,-0.010444,346.254609604,1.59102743235,True,mc/mc_infill_2_3,True,0.197942,346.529447,1.592881,2.00063216946
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-49_20260715_002635,0.0,0.0,1.240972,-0.006272,266.419263128,1.85872338396,True,mc/mc_infill_2_3_b,True,0.022508,266.405688,1.858715,2.42372233066
mc/mc_beta0_s,mc_beta0_s_gid-898_20260710_080355,0.0,0.0,1.241654,0.003037,152.973643364,2.3440433475,True,mc/mc_beta0_s,False,,,,3.2937929822
mc/mc_beta0_s,mc_beta0_s_gid-67_20260710_074755,0.0,0.0,1.242839,0.018192,69.9954318137,2.87165083187,True,mc/mc_beta0_s,False,,,,4.58661078603
mc/mc_beta0_s,mc_beta0_s_gid-1378_20260710_050007,0.0,0.0,1.245876,0.027925,46.5355195582,3.07969302581,True,mc/mc_beta0_s,False,,,,5.39733405214
mc/mc_beta0_s,mc_beta0_s_gid-439_20260710_080222,0.0,0.0,1.247885,0.011696,95.1744137017,2.68430598958,True,mc/mc_beta0_s,False,,,,4.05453732021
mc/mc_beta0_s,mc_beta0_s_gid-1318_20260710_050517,0.0,0.0,1.248749,0.03439,36.8207308367,3.1779048804,True,mc/mc_beta0_s,False,,,,5.93667033088
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-109_20260711_034023,0.0,0.0,1.251197,0.01445,82.7640006868,2.77234261661,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.2928197787
mc/mc_infill_2_3,mc_infill_2_3_gid-37_20260715_040901,0.0,0.0,1.252002,-0.010789,346.609984059,1.58776410074,True,mc/mc_infill_2_3,True,0.071984,346.609984,1.587764,2.00727141486
mc/mc_beta0_s,mc_beta0_s_gid-340_20260710_075124,0.0,0.0,1.252301,0.034556,36.5257623247,3.1808850948,True,mc/mc_beta0_s,False,,,,5.95741085436
mc/mc_beta0_s,mc_beta0_s_gid-247_20260710_075321,0.0,0.0,1.255516,0.023014,56.1260173528,2.98933042066,True,mc/mc_beta0_s,False,,,,5.0127334076
mc/mc_beta0_s,mc_beta0_s_gid-1435_20260710_050313,0.0,0.0,1.257479,0.020898,61.2745677709,2.94379487225,True,mc/mc_beta0_s,False,,,,4.84238885002
mc/mc_beta0_s,mc_beta0_s_gid-1210_20260710_045638,0.0,0.0,1.258254,0.034912,35.9458405346,3.18680112024,True,mc/mc_beta0_s,False,,,,5.99856215033
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-334_20260711_034657,0.0,0.0,1.25841,-0.004036,227.476613309,2.0055772177,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.68330869809
mc/mc_infill_3_4,mc_infill_3_4_gid-229_20260714_174735,0.0,0.0,1.259885,-0.000176,180.360114348,2.20863544559,True,mc/mc_infill_3_4,False,,,,3.04682842507
mc/mc_beta0_s,mc_beta0_s_gid-1294_20260710_045905,0.0,0.0,1.261663,0.005652,129.096292341,2.471682745,True,mc/mc_beta0_s,False,,,,3.57176960908
mc/mc_infill_2_3,mc_infill_2_3_gid-583_20260715_041752,0.0,0.0,1.26171,-0.017585,517.98454893,1.11981723774,True,mc/mc_infill_2_3,True,0.01163,517.984549,1.119817,1.33382559367
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-391_20260711_034532,0.0,0.0,1.264369,-0.00432,229.731050615,1.99599133029,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.67182740387
mc/mc_beta0_s,mc_beta0_s_gid-517_20260710_075500,0.0,0.0,1.265825,0.023675,54.1470158324,3.00680604715,True,mc/mc_beta0_s,False,,,,5.08899033612
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-220_20260711_034530,0.0,0.0,1.26881,0.012107,91.2386658189,2.71006366666,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.13668150193
mc/mc_beta0_s,mc_beta0_s_gid-1090_20260710_045634,0.0,0.0,1.269049,0.029462,43.1679783839,3.11201791882,True,mc/mc_beta0_s,False,,,,5.57135349049
mc/mc_beta0_s,mc_beta0_s_gid-955_20260710_081226,0.0,0.0,1.271159,0.012321,90.0535476859,2.71824263194,True,mc/mc_beta0_s,False,,,,4.15992076037
mc/mc_beta0_s,mc_beta0_s_gid-655_20260710_081230,0.0,0.0,1.273986,0.001747,158.586344868,2.31260988248,True,mc/mc_beta0_s,False,,,,3.25734592699
mc/mc_beta0_s,mc_beta0_s_gid-862_20260710_080323,0.0,0.0,1.276138,0.02482,51.2646732422,3.0330624461,True,mc/mc_beta0_s,False,,,,5.20476018574
mc/mc_infill_3_4,mc_infill_3_4_gid-109_20260714_172002,0.0,0.0,1.276278,0.004619,134.443802917,2.44024953343,True,mc/mc_infill_3_4,False,,,,3.51724321684
mc/mc_infill_2_3_a,mc_infill_2_3_a_gid-205_20260714_213855,0.0,0.0,1.276599,-0.007539,275.292752131,1.82290014543,True,mc/mc_infill_2_3_a,True,0.071738,275.257422,1.82311,2.39486060355
mc/mc_infill_1_2,mc_infill_1_2_gid-577_20260714_174636,0.0,0.0,1.276657,-0.018661,543.369947695,1.04771016306,True,mc/mc_infill_1_2,False,,,,1.26702099409
mc/mc_beta0_s,mc_beta0_s_gid-1480_20260710_050340,0.0,0.0,1.280478,0.004861,132.017227262,2.45351136124,True,mc/mc_beta0_s,False,,,,3.54817493565
mc/mc_infill_1_2,mc_infill_1_2_gid-445_20260714_170101,0.0,0.0,1.280729,-0.02053,606.067382158,0.897851501937,True,mc/mc_infill_1_2,False,,,,1.05770667164
mc/mc_beta0_s,mc_beta0_s_gid-841_20260710_080700,0.0,0.0,1.283034,0.031745,39.3708540231,3.15015372041,True,mc/mc_beta0_s,False,,,,5.78709381619
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-277_20260711_034701,0.0,0.0,1.284433,-0.014384,414.675914612,1.38514744905,True,mc/mc_low_rmu_s_beta0_0,False,,,,1.73030420905
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-289_20260711_034701,0.0,0.0,1.287291,-0.015835,451.208120835,1.28468014392,True,mc/mc_low_rmu_s_beta0_0,False,,,,1.58601110691
mc/mc_beta0_s,mc_beta0_s_gid-532_20260710_081403,0.0,0.0,1.288466,0.019422,63.5517727198,2.92242139387,True,mc/mc_beta0_s,False,,,,4.78752498211
mc/mc_infill_2_3,mc_infill_2_3_gid-529_20260715_041750,0.0,0.0,1.288669,-0.015831,451.30110782,1.28327063188,True,mc/mc_infill_2_3,True,0.034424,451.301108,1.283271,1.58251762418
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-7_20260715_002402,0.0,0.0,1.292378,-0.009915,312.437700488,1.69390792001,True,mc/mc_infill_2_3_b,True,0.016861,312.295436,1.695105,2.20331024907
mc/mc_beta0_s,mc_beta0_s_gid-682_20260710_080024,0.0,0.0,1.293477,0.015576,75.2769280788,2.82648418268,True,mc/mc_beta0_s,False,,,,4.4812877209
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-94_20260711_034023,0.0,0.0,1.29562,0.007947,109.846759349,2.58436635524,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.84774871792
mc/mc_beta0_s,mc_beta0_s_gid-769_20260710_081434,0.0,0.0,1.297519,0.020964,58.9925584569,2.96149817637,True,mc/mc_beta0_s,False,,,,4.93360472421
mc/mc_beta0_s,mc_beta0_s_gid-973_20260710_081226,0.0,0.0,1.299373,0.027638,45.135143261,3.09114412362,True,mc/mc_beta0_s,False,,,,5.48373750719
mc/mc_beta0_s,mc_beta0_s_gid-232_20260710_075054,0.0,0.0,1.300707,0.001052,159.927969247,2.30342597011,True,mc/mc_beta0_s,False,,,,3.26079619926
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-70_20260711_034023,0.0,0.0,1.301378,-0.013041,375.682176156,1.49984055719,True,mc/mc_low_rmu_s_beta0_0,False,,,,1.91140257012
mc/mc_infill_3_4,mc_infill_3_4_gid-241_20260714_174707,0.0,0.0,1.304586,0.009765,98.9710309429,2.65438171943,True,mc/mc_infill_3_4,False,,,,4.02178140186
mc/mc_infill_2_3,mc_infill_2_3_gid-253_20260715_041531,0.0,0.0,1.304733,-0.007328,262.30074701,1.86708270953,True,mc/mc_infill_2_3,True,0.246422,262.300747,1.867083,2.48993556537
mc/mc_beta0_s,mc_beta0_s_gid-1297_20260710_045905,0.0,0.0,1.305039,0.014598,77.9435194723,2.80506609058,True,mc/mc_beta0_s,False,,,,4.42596790989
mc/mc_infill_1_2,mc_infill_1_2_gid-415_20260714_175037,0.0,0.0,1.306036,-0.021778,628.657482158,0.850493717841,True,mc/mc_infill_1_2,False,,,,1.01220249309
mc/mc_beta0_s,mc_beta0_s_gid-205_20260710_075123,0.0,0.0,1.31198,0.016515,70.8205654178,2.86071836776,True,mc/mc_beta0_s,False,,,,4.59944118529
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-88_20260711_034023,0.0,0.0,1.312079,-0.009746,301.6121841,1.72813138536,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.27282110283
mc/mc_beta0_s,mc_beta0_s_gid-424_20260710_075747,0.0,0.0,1.312873,0.02132,57.3440052678,2.97534574052,True,mc/mc_beta0_s,False,,,,4.99544490963
mc/mc_beta0_s,mc_beta0_s_gid-916_20260710_080553,0.0,0.0,1.315368,0.013263,82.2392432102,2.77186146446,True,mc/mc_beta0_s,False,,,,4.33759847202
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-370_20260711_034533,0.0,0.0,1.315614,0.009256,100.413874309,2.64389440419,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.00428359168
mc/mc_infill_3_4,mc_infill_3_4_gid-49_20260714_165259,0.0,0.0,1.316173,0.001465,153.349180595,2.33542931071,True,mc/mc_infill_3_4,False,,,,3.33628899964
mc/mc_beta0_s,mc_beta0_s_gid-706_20260710_080002,0.0,0.0,1.316238,0.00258,143.930128127,2.38489894803,True,mc/mc_beta0_s,False,,,,3.43627775893
mc/mc_infill_1_2,mc_infill_1_2_gid-133_20260714_175417,0.0,0.0,1.317899,-0.020223,565.566604383,0.994253965754,True,mc/mc_infill_1_2,False,,,,1.21913031974
mc/mc_beta0_s,mc_beta0_s_gid-814_20260710_080523,0.0,0.0,1.318918,0.010822,92.4073320766,2.69823130844,True,mc/mc_beta0_s,False,,,,4.14283806951
mc/mc_infill_2_3,mc_infill_2_3_gid-187_20260715_040902,0.0,0.0,1.318948,-0.015322,419.493923588,1.36457562503,True,mc/mc_infill_2_3,True,0.185571,419.493924,1.364576,1.72514379063
mc/mc_beta0_s,mc_beta0_s_gid-595_20260710_081123,0.0,0.0,1.321475,0.00351,135.79235899,2.42882921639,True,mc/mc_beta0_s,False,,,,3.52901058634
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-22_20260711_034022,0.0,0.0,1.324061,0.013564,80.3608926912,2.78536297936,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.38180607621
mc/mc_infill_2_3,mc_infill_2_3_gid-481_20260715_041803,0.0,0.0,1.326482,-0.00898,282.348636348,1.79234744605,True,mc/mc_infill_2_3,True,0.144824,282.348636,1.792347,2.38724222105
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-112_20260711_034023,0.0,0.0,1.32773,-0.017371,474.333429164,1.22546424608,True,mc/mc_low_rmu_s_beta0_0,False,,,,1.50437594153
mc/mc_beta0_s,mc_beta0_s_gid-1_20260710_074843,0.0,0.0,1.328695,0.014696,75.8191592831,2.81993066793,True,mc/mc_beta0_s,False,,,,4.48637220932
mc/mc_infill_1_2,mc_infill_1_2_gid-241_20260714_174956,0.0,0.0,1.330302,-0.020354,561.625529293,1.00168436312,True,mc/mc_infill_1_2,False,,,,1.22287832261
mc/mc_beta0_s,mc_beta0_s_gid-700_20260710_080101,0.0,0.0,1.330484,0.017439,66.7632087434,2.89288804701,True,mc/mc_beta0_s,False,,,,4.71561695249
mc/mc_beta0_s,mc_beta0_s_gid-157_20260710_075033,0.0,0.0,1.332539,0.02748,44.2582720858,3.09843641353,True,mc/mc_beta0_s,False,,,,5.53861270148
mc/mc_infill_2_3,mc_infill_2_3_gid-61_20260715_040902,0.0,0.0,1.334198,-0.01567,420.464903708,1.35972155958,True,mc/mc_infill_2_3,True,0.179561,420.464904,1.359722,1.72997719
mc/mc_beta0_s,mc_beta0_s_gid-1012_20260710_045238,0.0,0.0,1.334533,0.017814,65.4151588385,2.90394944514,True,mc/mc_beta0_s,False,,,,4.75508729809
mc/mc_infill_1_2,mc_infill_1_2_gid-187_20260714_174609,0.0,0.0,1.33774,-0.022353,620.426088978,0.862762276757,True,mc/mc_infill_1_2,False,,,,1.03626705601
mc/mc_beta0_s,mc_beta0_s_gid-823_20260710_080259,0.0,0.0,1.337837,0.011092,89.4069934284,2.7180012051,True,mc/mc_beta0_s,False,,,,4.20801889434
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-358_20260711_034627,0.0,0.0,1.339616,-0.006352,236.525423247,1.96132499218,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.67489511879
mc/mc_infill_3_4,mc_infill_3_4_gid-211_20260714_174742,0.0,0.0,1.341606,0.006144,114.951952575,2.54882429829,True,mc/mc_infill_3_4,False,,,,3.80177276386
mc/mc_beta0_s,mc_beta0_s_gid-1180_20260710_045636,0.0,0.0,1.341852,0.028817,41.8487655615,3.12239923464,True,mc/mc_beta0_s,False,,,,5.66621769238
mc/mc_beta0_s,mc_beta0_s_gid-1024_20260710_045404,0.0,0.0,1.342046,0.020259,58.4576784168,2.96377487515,True,mc/mc_beta0_s,False,,,,4.97081830763
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-361_20260711_034531,0.0,0.0,1.345009,-0.018983,510.57230068,1.1289376093,True,mc/mc_low_rmu_s_beta0_0,True,0.09555,502.866527,1.145619,1.39074765692
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-169_20260711_034024,0.0,0.0,1.347112,0.014697,74.4762010602,2.82924186266,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.52700213501
mc/mc_infill_2_3,mc_infill_2_3_gid-475_20260715_041803,0.0,0.0,1.348,-0.011235,315.807273156,1.67707507396,True,mc/mc_infill_2_3,True,0.026048,315.807273,1.677075,2.22267448868
mc/mc_beta0_s,mc_beta0_s_gid-448_20260710_075559,0.0,0.0,1.348215,0.001908,144.0257535,2.38150592418,True,mc/mc_beta0_s,False,,,,3.45405852306
mc/mc_beta0_s,mc_beta0_s_gid-1054_20260710_050035,0.0,0.0,1.350549,0.025473,47.0682045809,3.06980067174,True,mc/mc_beta0_s,False,,,,5.41240761377
mc/mc_beta0_s,mc_beta0_s_gid-934_20260710_081135,0.0,0.0,1.352067,0.008829,98.7419787086,2.65226107824,True,mc/mc_beta0_s,False,,,,4.05180815585
mc/mc_infill_2_3,mc_infill_2_3_gid-325_20260715_041553,0.0,0.0,1.352371,-0.016564,435.277826367,1.31608537562,True,mc/mc_infill_2_3,True,0.165285,434.321166,1.320085,1.68950732925
mc/mc_beta0_s,mc_beta0_s_gid-1357_20260710_050506,0.0,0.0,1.354796,0.019715,59.1532730178,2.9568661269,True,mc/mc_beta0_s,False,,,,4.95363819924
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-367_20260711_034532,0.0,0.0,1.355306,0.004049,126.805491927,2.47686986237,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.65544073937
mc/mc_beta0_s,mc_beta0_s_gid-175_20260710_074827,0.0,0.0,1.356241,0.027724,43.0754071213,3.10932028934,True,mc/mc_beta0_s,False,,,,5.6066012244
mc/mc_infill_1_2,mc_infill_1_2_gid-283_20260714_174956,0.0,0.0,1.356329,-0.01934,517.070800005,1.10408851515,True,mc/mc_infill_1_2,False,,,,1.40704456236
mc/mc_infill_3_4,mc_infill_3_4_gid-235_20260714_175436,0.0,0.0,1.357619,-0.00144,172.609940711,2.23583218854,True,mc/mc_infill_3_4,False,,,,3.17695097746
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-241_20260711_034528,0.0,0.0,1.360318,0.013812,76.6372036065,2.81142215594,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.48338640779
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-31_20260715_002404,0.0,0.0,1.360743,-0.009083,272.042882839,1.82546561276,True,mc/mc_infill_2_3_b,True,0.217647,271.985602,1.825582,2.46834437074
mc/mc_beta0_s,mc_beta0_s_gid-1039_20260710_045610,0.0,0.0,1.361831,0.024283,48.8358329493,3.0520599893,True,mc/mc_beta0_s,False,,,,5.33917797114
mc/mc_beta0_s,mc_beta0_s_gid-1144_20260710_050111,0.0,0.0,1.363672,0.025509,46.5177696216,3.07459627615,True,mc/mc_beta0_s,False,,,,5.44227956569
mc/mc_beta0_s,mc_beta0_s_gid-121_20260710_074741,0.0,0.0,1.365201,0.015751,69.7364943523,2.86613306289,True,mc/mc_beta0_s,False,,,,4.6528958081
mc/mc_beta0_s,mc_beta0_s_gid-808_20260710_080458,0.0,0.0,1.367064,0.009878,92.1614405268,2.69633669927,True,mc/mc_beta0_s,False,,,,4.17315003621
mc/mc_infill_2_3,mc_infill_2_3_gid-133_20260715_041124,0.0,0.0,1.37171,-0.017035,436.428449678,1.31256834003,True,mc/mc_infill_2_3,True,0.138889,435.457462,1.313278,1.69705274807
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-397_20260711_034534,0.0,0.0,1.372935,-0.014316,369.351288892,1.50556376937,True,mc/mc_low_rmu_s_beta0_0,False,,,,1.98282443787
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-301_20260711_034529,0.0,0.0,1.378332,-0.020248,525.789877819,1.07449859977,True,mc/mc_low_rmu_s_beta0_0,True,0.06421,525.475241,1.086876,1.38095647616
mc/mc_beta0_s,mc_beta0_s_gid-1138_20260710_045243,0.0,0.0,1.380295,0.026785,43.7760358477,3.10118584633,True,mc/mc_beta0_s,False,,,,5.57939168264
mc/mc_beta0_s,mc_beta0_s_gid-52_20260710_074738,0.0,0.0,1.382889,0.005988,110.744583211,2.57158317319,True,mc/mc_beta0_s,False,,,,3.88431012774
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-223_20260711_034813,0.0,0.0,1.383057,-0.002615,179.278395,2.20176058232,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.13388448869
mc/mc_beta0_s,mc_beta0_s_gid-550_20260710_075755,0.0,0.0,1.385256,0.013606,75.5195435775,2.81844731186,True,mc/mc_beta0_s,False,,,,4.52136257547
mc/mc_infill_3_4,mc_infill_3_4_gid-91_20260714_164029,0.0,0.0,1.386751,0.00025,151.213744567,2.3399183033,True,mc/mc_infill_3_4,False,,,,3.40146425007
mc/mc_beta0_s,mc_beta0_s_gid-904_20260710_080353,0.0,0.0,1.388725,0.029078,40.0459275702,3.139064262,True,mc/mc_beta0_s,False,,,,5.78150171441
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-181_20260711_034026,0.0,0.0,1.389151,-0.0196,500.048176794,1.14535250647,True,mc/mc_low_rmu_s_beta0_0,False,,,,1.47033884496
mc/mc_infill_2_3,mc_infill_2_3_gid-553_20260715_041800,0.0,0.0,1.389609,-0.011942,312.293569473,1.6818211387,True,mc/mc_infill_2_3,True,0.177455,312.293569,1.681821,2.26692635714
mc/mc_beta0_s,mc_beta0_s_gid-208_20260710_075122,0.0,0.0,1.391553,0.027384,42.4600963572,3.11405584036,True,mc/mc_beta0_s,False,,,,5.65051791699
mc/mc_beta0_s,mc_beta0_s_gid-928_20260710_081135,0.0,0.0,1.393356,0.005028,115.210478857,2.54287287402,True,mc/mc_beta0_s,False,,,,3.82758803292
mc/mc_beta0_s,mc_beta0_s_gid-1159_20260710_045238,0.0,0.0,1.395008,0.015031,70.0509934716,2.86161705368,True,mc/mc_beta0_s,False,,,,4.65896685986
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-364_20260711_034533,0.0,0.0,1.395974,-0.0045,197.232947685,2.11876072457,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.99359347091
mc/mc_beta0_s,mc_beta0_s_gid-94_20260710_074743,0.0,0.0,1.397612,0.010999,84.491699604,2.74925226902,True,mc/mc_beta0_s,False,,,,4.33409727574
mc/mc_infill_2_3,mc_infill_2_3_gid-541_20260715_041800,0.0,0.0,1.39762,-0.016893,418.379802947,1.35374667039,True,mc/mc_infill_2_3,True,0.109918,418.379803,1.353747,1.78150547883
mc/mc_beta0_s,mc_beta0_s_gid-997_20260710_080255,0.0,0.0,1.401275,0.020624,54.6961830608,2.99461706204,True,mc/mc_beta0_s,False,,,,5.12547252342
mc/mc_beta0_s,mc_beta0_s_gid-1414_20260710_050248,0.0,0.0,1.406462,0.017326,62.5823397432,2.92378568315,True,mc/mc_beta0_s,False,,,,4.86994697282
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-115_20260711_034023,0.0,0.0,1.406656,0.002747,128.452740439,2.46278746985,True,mc/mc_low_rmu_s_beta0_0,False,,,,3.66494308336
mc/mc_infill_2_3_a,mc_infill_2_3_a_gid-103_20260714_213450,0.0,0.0,1.407392,-0.012212,310.873101944,1.68745431078,True,mc/mc_infill_2_3_a,True,0.131662,310.402371,1.686755,2.2860402362
mc/mc_infill_1_2,mc_infill_1_2_gid-307_20260714_174956,0.0,0.0,1.408027,-0.021425,542.904399811,1.03256478003,True,mc/mc_infill_1_2,False,,,,1.34138630936
mc/mc_beta0_s,mc_beta0_s_gid-625_20260710_080053,0.0,0.0,1.409219,0.022996,49.4082821394,3.04416587788,True,mc/mc_beta0_s,False,,,,5.33314197304
mc/mc_infill_3_4,mc_infill_3_4_gid-1_20260714_175508,0.0,0.0,1.411949,0.004183,118.077128449,2.52373364376,True,mc/mc_infill_3_4,False,,,,3.79935929624
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-418_20260711_035101,0.0,0.0,1.412433,-0.012747,318.972010632,1.65879734521,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.24517038583
mc/mc_infill_1_2,mc_infill_1_2_gid-517_20260714_175506,0.0,0.0,1.41375,-0.023421,604.75174196,0.892875827516,True,mc/mc_infill_1_2,False,,,,1.12471172113
mc/mc_beta0_s,mc_beta0_s_gid-1381_20260710_050010,0.0,0.0,1.414478,0.007487,98.9616958884,2.64582907998,True,mc/mc_beta0_s,False,,,,4.08200257413
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-304_20260711_034531,0.0,0.0,1.415491,0.008851,92.2446281357,2.69202847956,True,mc/mc_low_rmu_s_beta0_0,False,,,,4.19723397785
mc/mc_beta0_s,mc_beta0_s_gid-511_20260710_080028,0.0,0.0,1.416155,0.014444,70.5153344245,2.85642052352,True,mc/mc_beta0_s,False,,,,4.6571514079
mc/mc_infill_2_3_b,mc_infill_2_3_b_gid-73_20260715_002400,0.0,0.0,1.417703,-0.005823,207.758188988,2.0708636728,True,mc/mc_infill_2_3_b,True,0.126041,207.738352,2.070856,2.92639370565
mc/mc_beta0_s,mc_beta0_s_gid-376_20260710_075608,0.0,0.0,1.418936,0.017166,62.3081775722,2.92540128269,True,mc/mc_beta0_s,False,,,,4.88364623753
mc/mc_beta0_s,mc_beta0_s_gid-718_20260710_075856,0.0,0.0,1.421869,0.023169,48.5724985324,3.05163759858,True,mc/mc_beta0_s,False,,,,5.37312339054
mc/mc_beta0_s,mc_beta0_s_gid-652_20260710_081229,0.0,0.0,1.422064,0.004175,116.793541402,2.53067739361,True,mc/mc_beta0_s,False,,,,3.822164443
mc/mc_low_rmu_s_beta0_0,mc_low_rmu_s_beta0_0_gid-307_20260711_034556,0.0,0.0,1.424067,-0.011741,295.353282999,1.73622590416,True,mc/mc_low_rmu_s_beta0_0,False,,,,2.37654841607
mc/mc_beta0_s,mc_beta0_s_gid-91_20260710_074738,0.0,0.0,1.426276,0.001468,134.786726288,2.42498779323,True,mc/mc_beta0_s,False,,,,3.60173401953
mc/mc_infill_2_3,mc_infill_2_3_gid-595_20260715_041753,0.0,0.0,1.428086,-0.017146,408.627754834,1.38529564109,True,mc/mc_infill_2_3,True,0.249091,408.627755,1.385296,1.83998527801
mc/mc_beta0_s,mc_beta0_s_gid-1246_20260710_045934,0.0,0.0,1.429617,0.024046,46.6700879006,3.06994704794,True,mc/mc_beta0_s,False,,,,5.4593942319
mc/mc_infill_3_4,mc_infill_3_4_gid-193_20260714_175137,0.0,0.0,1.430655,0.000694,140.03110603,2.39554542359,True,mc/mc_infill_3_4,False,,,,3.5455366328
