run_name,grid_id,tax_equity,y_damage_distribution_exponent,eta,rho,success,optimizer_status,objective_value,n_iterations,n_evaluations,runtime_seconds,mac_2030,mac_2100,delta_t_2100,mu_2030,mu_2100,Omega_2100,y_net_2100,aggregate_utility,error_message
9cases_s_gid-2,2,0.5,0.0,1.5,0.025,True,XTOL_REACHED,-0.000648205748721074,5,23531,10795.95,70.10728688934972,320.47696844972796,2.829412820302053,0.17469593178701212,0.7400963612440518,0.0277553351389599,65417.95938994916,-6482057487.210739,
