"t, Time, (yr)","A, Total factor productivity, ($)","L, Population, (persons)","theta1, Marginal abatement cost at mu=1, ($/tCO2)","sigma, Carbon intensity of GDP, (tCO2/$)","f, Control: log10(marginal_abatement_cost), (log10($/tCO2))","s, Savings rate, (dimensionless)","K, Capital stock, ($)","gini, Background Gini index, (dimensionless)","Gini, Gini index, (dimensionless)","Ecum, Cumulative CO2 emissions, (tCO2)","delta_T, Global mean temperature change, (°C)","y_gross, Per-capita gross income, ($/person/yr)","y_damaged, Per-capita income after climate damage, ($/person/yr)","y_net, Per-capita net income after abatement, ($/person/yr)","climate_damage, Per-capita climate damage, ($/person/yr)","tax_amount, Per-capita tax amount, ($/person/yr)","mu, Abatement fraction, (dimensionless)","Omega, Climate damage as fraction of gross output, (dimensionless)","Omega_base, Base damage from temperature before income adjustment, (dimensionless)","Omega_calc, Climate damage from previous timestep (lagged), (dimensionless)","lambda_abate, Abatement cost as fraction of damaged output, (dimensionless)","abateCost_amount, Abatement expenditure per capita, ($/person/yr)","U, Mean utility per capita, (dimensionless)","aggregate_utility, Aggregate utility from integration, (dimensionless)","e, CO2 emissions, (tCO2/yr)","emission_ratio, Ratio of CO2e to industrial CO2, (dimensionless)","E_extra, Extra emission pulse, (tCO2/yr)","consumption_extra, Extra consumption pulse, ($/person/yr)","dK_dt, Net capital accumulation, ($/yr)","log_deltaU_norm, Log normalized utility-loss (log deltaU), (dimensionless)","max_average_tax_rate, Maximum average tax rate across income bins, (dimensionless)","max_marginal_tax_rate, Maximum marginal tax rate across income bins, (dimensionless)",AbateCost,Climate_damage,Consumption,E,H1,H2,H3,Lambda,Savings,Y_damaged,Y_gross,Y_net,consumption,dEcum_dt,mac_over_wmac,marginal_abatement_cost,mu_dollar_cost,mu_dollar_numeraire,r_consumption,savings,welfare_adjusted_mac
2020.0,739.6190000000007,7752000000.0,6035.6,0.0002913549999999999,1.6785460883700223,0.4790339327780172,295000000000000.0,0.57313,0.57313,2327128215854.4233,1.1696599999999997,17503.727145280773,17420.70314539412,17413.66617901647,83.02399988665066,7.0369663776516616,0.04854461085879674,0.004743218355585198,0.004743218355585198,0.004743218355585198,0.00040394272945935443,7.0369663776516616,-236136887.21692306,-0.030461414759664997,7.51726987305463,1.4,0.0,0.0,35165145176075.64,-8.30416078549828,0.0009588008394756375,0.0014378564669609295,54550563359.55568,643602047121.3159,70325595043660.03,58273876055.919495,-0.07022,0.21036,-0.08308,0.00040394272945935443,64665145176075.64,135045290783095.22,135688892830216.55,134990740219735.67,9071.929185198662,58273876055.919495,1.0,47.70304350448368,1.6788819497528562e-06,1.6788819497528562e-06,1.0482215701505546,8341.736993817807,47.70304350448368
2021.0,749.4392757472212,7832251487.344443,4937.569188788617,0.0002869469393703804,1.7907241294609624,0.2087546237367627,330165145176075.6,0.5710759862923859,0.5710759862923859,2385402091910.343,1.195964938405231,18288.994501343113,18198.30008158704,18185.90208980583,90.69441975607378,12.397991781211248,0.06467803759686439,0.004958961508212676,0.004958961508212676,0.004958961508212676,0.0006812719718670582,12.397991781211248,-188762174.51722273,-0.02410062736394887,7.547530215735382,1.3970840409436769,0.0,0.0,-3282224301587.0156,-7.778643572313127,0.0016181357451918732,0.002426221466589107,97104189568.47598,710341504028.3502,112702268475561.58,59114154757.97057,-0.07554004224711625,0.21630540103515583,-0.08526116052514358,0.0006812719718670582,29734290216020.543,142533662881150.6,143244004385178.94,142436558691582.12,14389.510941734809,59114154757.97057,1.0,61.76239512672683,8.374368287488589e-07,8.374368287488589e-07,0.027836400899301283,3796.3911480710226,61.76239512672683
2022.0,759.3749267602893,7910820339.096546,4059.769804874857,0.0002826406030102666,1.7926138223386454,0.21287488230164814,326882920874488.6,0.5690435894947019,0.5690435894947019,2444516246668.3135,1.2244999754848875,18420.756677934085,18324.99783955662,18311.054304548266,95.75883837746426,13.943535008354544,0.07329430958792463,0.005198420458599954,0.005198420458599954,0.005198420458599954,0.0007609024093992424,13.943535008354544,-189847598.82263345,-0.02399847179999476,7.389311733818973,1.3941741553282239,0.0,0.0,-1852202914060.961,-7.66549484828764,0.0018087153661108246,0.002711845884866504,110304800342.99586,757530966284.7031,114019371649333.88,58455517555.81989,-0.07901466074065339,0.22225507372276776,-0.08746365502934746,0.0007609024093992424,30836089173387.902,144965765623064.78,145723296589349.5,144855460822721.78,14413.090774648466,58455517555.81989,1.0,62.03171985689187,8.325229384830553e-07,8.325229384830553e-07,0.030786260797834863,3897.9635298997996,62.03171985689187
2023.0,769.427109958828,7987717781.36314,3358.004875731523,0.00027843312404643265,1.7957387984987174,0.21652443792294415,325030717960427.7,0.567032582105645,0.567032582105645,2502971764224.1333,1.2544417290187602,18578.81424806312,18477.45279701635,18461.73474036886,101.36145104677051,15.718056647494667,0.08289644810478398,0.005455754586562899,0.005455754586562899,0.005455754586562899,0.0008506614423624852,15.718056647494667,-190712303.8456096,-0.023875693792108875,7.23628814632347,1.391270330503709,0.0,0.0,-572835040471.4766,-7.551398669537856,0.0020236446434372946,0.00303393077020242,125551400571.66626,809646664871.0582,115536890104882.64,57801427497.4553,-0.08052451964084849,0.2279046186475008,-0.08960917046345054,0.0008506614423624852,31930236755571.29,147592678261025.6,148402324925896.66,147467126860453.94,14464.318002627999,57801427497.4553,1.0,62.479680278334136,8.253302879447633e-07,8.253302879447633e-07,0.03404098375923059,3997.4167377408585,62.479680278334136
2024.0,779.596991501509,8062956561.399988,2796.9470921655156,0.00027432172967518736,1.8003493255705896,0.21947102439136199,324457882919956.2,0.565042739018188,0.565042739018188,2560773191721.5884,1.2849212744443503,18761.57775145266,18654.184686105546,18636.421517039245,107.39306534711403,17.763169066299735,0.09354932785497089,0.005724095636828778,0.0057240956368287774,0.0057240956368287774,0.0009522350810395119,17.763169066299735,-191336171.30095783,-0.023730274353324275,7.086764086141602,1.388372553846548,0.0,0.0,532949942932.7617,-7.436030037678274,0.0022669754629436323,0.0033985352739902552,143223660574.37875,865905620889.3707,117285918916899.11,57140270987.44922,-0.08094921252075123,0.23326335406172197,-0.09169853005871202,0.0009522350810395119,32978738234928.38,150407880812401.88,151273786433291.25,150264657151827.5,14546.26699570542,57140270987.44922,1.0,63.146506035213335,8.156821330138408e-07,8.156821330138408e-07,0.03631733217150024,4090.1545213338236,63.146506035213335
2025.0,789.885746834912,8136550834.027715,2348.3588011236193,0.00027030373767847766,1.8059688264781095,0.22209899255078178,324990832862888.94,0.5630738374943813,0.5630738374943813,2617913462709.0376,1.315461935498772,18966.775681158557,18852.985727373692,18832.912440184078,113.78995378486528,20.073287189614643,0.10519684953671699,0.00599943583968799,0.00599943583968799,0.005999435839687992,0.0010647272256971544,20.073287189614643,-191779108.8079527,-0.02357007443570769,6.9398133571480605,1.3854808127594485,0.0,0.0,1534244603985.1914,-7.321813894366281,0.002536620202305939,0.003802516366609776,163327321624.33685,925857743372.2207,119201621532076.6,56466144159.099724,-0.08076852752306106,0.2383379800075106,-0.09373194350686885,0.0010647272256971544,34033327890274.086,153398276743975.03,154324134487347.22,153234949422350.7,14650.14156042211,56466144159.099724,1.0,63.96889171645423,8.044311486415133e-07,8.044311486415133e-07,0.038687164797743145,4182.770879761969,63.96889171645423
2026.0,800.2945607424174,8208516052.191165,1989.6692190028818,0.0002663765530827186,1.812445116764627,0.22428926395933468,326525077466874.1,0.5611256571404205,0.5611256571404205,2674379606868.137,1.3458009462198999,19193.113519945473,19072.59301785494,19049.940384830003,120.52050209053483,22.65263302493562,0.11777148391446712,0.006279361707796392,0.0062793617077963925,0.0062793617077963925,0.00118770599276822,22.65263302493562,-192035689.41568902,-0.023394690123609785,6.794975023719245,1.3825950946713572,0.0,0.0,2419995045414.453,-7.209971533868963,0.0028315877776324827,0.004244373537476642,185944501809.57974,989294476028.2941,121299238650059.95,55776661556.43747,-0.08024444370156181,0.24313381062824113,-0.09570931075043643,0.00118770599276822,35072502792101.863,156557685943971.4,157546980419999.7,156371741442161.8,14777.243277447276,55776661556.43747,1.0,64.92995722488892,7.915778269987117e-07,7.915778269987117e-07,0.0406622468442126,4272.697107382726,64.92995722488892
2027.0,810.8246273931094,8278868861.719479,1702.8371767166157,0.0002625376649539717,1.8198495370581724,0.22615139948080146,328945072512288.56,0.5591979798819762,0.5591979798819762,2730156268424.5747,1.3757922937146307,19438.942973513116,19311.37776820781,19285.861634587694,127.56520530530808,25.51613362011631,0.13119665387399534,0.006562352977686307,0.0065623529776863065,0.006562352977686306,0.0013213005268905955,25.51613362011631,-192131012.45030588,-0.023207398940536094,6.651772769499794,1.379715387037404,0.0,0.0,3213982939856.203,-7.10085789873834,0.0031522182356416018,0.004724599213595693,211244724099.05444,1056095606040.9675,123556629166933.31,55069154456.645386,-0.07952053691223354,0.24765552717235903,-0.097630408479284,0.0013213005268905955,36108490191085.06,159876364082117.44,160932459688158.38,159665119358018.38,14924.337035732591,55069154456.645386,1.0,66.04645879471948,7.775013778875174e-07,7.775013778875174e-07,0.0424644517389523,4361.524598855104,66.04645879471948
2028.0,821.477150390716,8347627000.319342,1473.4420946140226,0.00025878464332340217,1.8279155966562053,0.22769761250693482,332159055452144.75,0.5572905899397829,0.5572905899397829,2785225422881.22,1.4053538996105457,19702.911492115643,19567.997915957993,19539.356897177546,134.91357615765136,28.641018780449016,0.14529112189714072,0.006847392894783018,0.006847392894783018,0.00684739289478302,0.001463666283257923,28.641018780449016,-192076988.08914027,-0.023009771289708117,6.510665022491019,1.3768416773388468,0.0,0.0,3923228868820.8125,-6.996027083924075,0.00349414284086369,0.005236633203716812,239084541688.32956,1126208211043.2502,125968128789719.97,54348603131.78077,-0.07867463662180729,0.25190713819356547,-0.0994948766407242,0.001463666283257923,37139134414035.29,163346347745443.53,164472555956486.78,163107263203755.25,15090.29198176931,54348603131.78077,1.0,67.28458787514602,7.624026677870183e-07,7.624026677870183e-07,0.04398813247156763,4449.0649154082375,67.28458787514602
2029.0,832.2533428225427,8414809200.811381,1289.9573849759238,0.0002551151362372384,1.8365480035018482,0.22899433929146898,336082284320965.56,0.5554032738054854,0.5554032738054854,2839574026013.001,1.4344382994961145,19983.702348881827,19841.14371045125,19809.136421740994,142.55863843057392,32.00728871025813,0.15985745708509094,0.007133745085957542,0.007133745085957543,0.007133745085957543,0.001613177605956173,32.00728871025813,-191892253.38556278,-0.022804112227174437,6.372272045987498,1.3739739530830188,0.0,0.0,4562861667403.777,-6.896282035458729,0.0038535028181726494,0.005774682089184191,269335227532.10635,1199603742320.7363,128519013322293.62,53621453442.648766,-0.07775297509486237,0.25589355111341305,-0.10130261835925194,0.001613177605956173,38171090099500.34,166959438649326.06,168159042391646.8,166690103421793.97,15272.956314909841,53621453442.648766,1.0,68.63537383717441,7.465515634681214e-07,7.465515634681214e-07,0.04525071478730891,4536.180106831152,68.63537383717441
