run_name,grid_id,tax_equity,y_damage_distribution_exponent,eta,rho,success,optimizer_status,objective_value,n_iterations,n_evaluations,runtime_seconds,mac_2030,mac_2100,delta_t_2100,mu_2030,mu_2100,Omega_2100,y_net_2100,aggregate_utility,error_message
9cases_s_gid-4,4,0.0,0.5,1.5,0.025,True,XTOL_REACHED,-0.0006518138836470469,5,24055,5751.29,62.42131857566199,306.5298319383564,2.886849234498781,0.16246652921000831,0.7197981416077412,0.028893626108951725,65292.559767624545,-6518138836.470469,
