income_threshold,population_below,population_fraction,income_below,income_fraction,country,decile
2728.6500524283747,3167072592.2189956,0.41027307473332,4468523382758.966,0.04978555137289373,Bosnia and Herzegovina,4
2738.177798092308,3171540593.6189957,0.4108518744352259,4480757564994.291,0.04992185714014834,Ukraine,8
2746.0313244559984,3171560464.643996,0.4108544485936285,4480812131451.39,0.049922465086201295,Samoa,5
2752.386793505571,3199909257.7439957,0.4145268451590532,4558838975191.651,0.05079179240190555,Indonesia,4
2760.4940308628447,3201754789.3439956,0.4147659214359626,4563933554157.22,0.05084855308123694,Chad,10
2766.073449981718,3201784132.1769958,0.4147697226037495,4564014718588.528,0.05084945736563212,Vanuatu,6
2769.1158691971614,3201899230.5729957,0.4147846328312384,4564333439383.411,0.050853008357570194,Eswatini,7
2778.040861743309,3201977321.9729958,0.41479474904987734,4564550380483.562,0.050855425382471106,Bhutan,5
2780.2493673319887,3201981657.622996,0.41479531070434045,4564562434671.731,0.0508555596828547,Marshall Islands,3
2780.747987503437,3202227435.922996,0.41482714963947936,4565245882184.828,0.050863174236558326,Moldova,4
2781.873017226599,3207459551.122996,0.4155049351742147,4579800962282.7295,0.05102533802666996,Colombia,4
2784.588548651675,3208397546.3229957,0.41562644617959377,4582412892975.34,0.051054438559114554,Belarus,1
2786.7556288780884,3208398607.7229958,0.4156265836768657,4582415850837.765,0.051054471513806536,Tuvalu,7
2798.4987755380166,3208490098.582996,0.41563843570593967,4582671887897.447,0.05105732412194939,Fiji,2
2816.408887473319,3219713715.016996,0.4170923801577712,4614282180971.756,0.05140950665182832,"Egypt, Arab Rep.",4
2822.3218891929714,3223113332.566996,0.4175327778766561,4623876995998.006,0.05151640620577177,Morocco,7
2835.8160497855506,3223397100.766996,0.417569538149285,4624681710413.984,0.05152537184105339,Jamaica,4
2839.5179927174195,3223407912.866996,0.4175709387845348,4624712411566.474,0.05152571389449555,"Micronesia, Fed. Sts.",7
2840.0329107071175,3224125320.188996,0.41766387410548583,4626749871971.336,0.051548414030752616,Lao PDR,8
2840.1332578888705,3225937803.988996,0.4178986692609102,4631897567491.101,0.05160576650220662,Guatemala,5
2848.1671022652567,3226160809.043996,0.41792755807445386,4632532723152.391,0.0516128430176674,Botswana,5
2849.2909229057304,3226504183.843996,0.41797203998349763,4633511097853.186,0.051623743469507107,Mongolia,4
2853.9302317512743,3229488728.943996,0.4183586678422545,4642028781342.101,0.051718642283408715,Ghana,9
2862.1170162779636,3235141894.760996,0.419090997668674,4658208803422.777,0.05189891018211103,South Africa,6
2862.1601760295844,3238844859.790996,0.41957069202497665,4668807282464.874,0.05201699194595737,Algeria,3
2872.5833260806758,3239141289.790996,0.4196090925491206,4669658802340.224,0.05202647905900748,Armenia,2
2878.8070137593113,3382417101.2629952,0.4381695157777979,5082122213307.871,0.05662189382519142,India,9
2880.9351608539628,3383110016.5629954,0.43825927832108763,5084118457359.135,0.05664413475407421,Paraguay,3
2918.8335712278717,3383286826.1629953,0.4382821828223651,5084634535155.33,0.056649884576875635,Kosovo,4
2924.3596923698597,3390457069.6629953,0.43921103991726057,5105602906231.207,0.05688350132808964,Thailand,2
2938.6360462862904,3390533428.2629952,0.4392209316632475,5105827296365.611,0.05688600134556903,Guyana,6
2942.0670611372993,3413184493.3419952,0.4421552256667312,5172468248834.215,0.05762847403251194,Nigeria,8
2942.4646439894987,3413761262.561995,0.4422299422620761,5174165371871.807,0.057647382338217604,Lebanon,3
2949.292995876481,3425250382.461995,0.4437182809123911,5208050152721.662,0.058024905818181614,Philippines,6
2962.958728983327,3433748373.7619953,0.44481913885555097,5233229350222.821,0.058305437019060824,TÃ¼rkiye,1
2974.1880379963986,3434587558.7619953,0.44492784966030674,5235725244211.487,0.058333244741601446,Azerbaijan,8
2974.8107068800077,3436493506.6619954,0.4451747524648511,5241395078431.163,0.05839641456273488,Romania,1
2976.039926605935,3436504055.6619954,0.4451761190172554,5241426472676.349,0.05839676433819147,Tonga,3
2977.4857991079493,3439526686.5619955,0.44556768063670604,5250426313257.044,0.05849703505117618,"Yemen, Rep.",9
2978.7258585274594,3440133335.7619953,0.44564626798363954,5252233354916.139,0.05851716800285747,Nicaragua,9
2985.015772662111,3440843310.7619953,0.4457382404969787,5254352641489.334,0.05854077979617846,Kyrgyz Republic,10
2985.482193377131,3441598767.0619955,0.4458361048085796,5256608042820.858,0.058565908096791214,Sierra Leone,10
2987.4033529648323,3441725255.7619953,0.4458524905737798,5256985915587.351,0.05857011812377713,Mauritius,1
2989.198992865209,3442459361.205995,0.4459475890247683,5259180302841.212,0.05859456664289659,Jordan,4
2993.0613320930543,3443665849.7819953,0.4461038815514765,5262791397145.649,0.05863479924449818,Tunisia,5
2998.7950768651285,3452748778.1949954,0.4472805141858972,5290029238154.072,0.058938266590790614,"Iran, Islamic Rep.",3
2999.6487926060718,3452811283.4949956,0.44728861132951214,5290216732101.749,0.05894035553354969,Montenegro,2
3005.8532916587055,3456447469.3949957,0.44775965489610425,5301146573458.347,0.05906212913340506,Uzbekistan,5
3010.586233669999,3456964046.8949957,0.4478265740566514,5302701774568.471,0.059079456231896255,West Bank and Gaza,7
3032.1253274782134,3457405097.5949955,0.44788370922533893,5304039095566.643,0.05909435584359202,Turkmenistan,9
3032.2476349397853,3457772482.5949955,0.44793130149522603,5305153097864.005,0.05910676737506544,Georgia,2
3035.2161356851393,3462279887.4949956,0.44851520565704867,5318834045946.551,0.059259192121508854,Iraq,4
3051.271373110477,3462280931.4449954,0.4485153408937898,5318837231321.301,0.059259227611003856,Nauru,2
3062.414725958247,3462386415.5449953,0.4485290056535268,5319160267382.495,0.05926282668099685,Djibouti,8
3065.56783602028,3463440878.3449955,0.4486656042576166,5322392794626.455,0.059298841520214064,South Sudan,10
3091.429716022189,3465254426.1449957,0.4489005372471256,5327999250186.802,0.05936130521513316,Ecuador,4
3094.185801273361,3465500204.444996,0.44893237618226445,5328759733912.923,0.05936977805915164,Moldova,5
3097.0592066488916,3467680504.444996,0.4492148194666523,5335512252101.18,0.059445010482116,Sri Lanka,5
3115.8366034134133,3467807671.844996,0.4492312931528987,5335908484940.86,0.05944942506579518,Trinidad and Tobago,3
3128.8245374925837,3467885763.244996,0.44924140937153767,5336152819229.348,0.059452147288827195,Bhutan,6
3133.940176775691,3477853828.744996,0.4505327055962834,5367392140184.529,0.05980019667450776,Viet Nam,6
3137.559560163611,3506202621.844996,0.45420510216170806,5456338166994.534,0.06079117884196152,Indonesia,5
3145.0454740412306,3517426238.278996,0.4556590466135397,5491636951062.66,0.06118445627996372,"Egypt, Arab Rep.",5
3148.7613768703477,3517544428.578996,0.45567435737651485,5492009104114.421,0.06118860258139038,Timor-Leste,10
3154.83862423875,3517828213.4789963,0.4557111198125171,5492904399677.917,0.061198577416353164,Albania,4
3155.166236128057,3538942286.3789964,0.458446306757745,5559522809599.144,0.061940798948036405,Brazil,3
3155.202780012307,3539573248.7789965,0.4585280437171457,5561513623917.707,0.06196297938216217,El Salvador,5
3164.480215029493,3539602591.6119967,0.4585318448849326,5561606478732.188,0.06196401391364844,Vanuatu,7
3165.8096141435753,3539976771.411997,0.4585803173757199,5562791060740.447,0.06197721180104344,Bosnia and Herzegovina,5
